rateId,document,version,effectiveDate,expirationDate,lastUpdateDate,shippingStartDate,shippingEndDate,productGroup,originGroup,originId,destinationGroup,destinationId,rateFactorType,rate,currency,rateUom,loadQuantity,ratePerUom,mode,distanceUom,distanceLower,distanceUpper,destinationCountry,destinationLabel,originCountry,originLabel
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|NE C|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,NE C,DISTANCE,2.54,USD,ST,25,2.54,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|NE C|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,NE C,DISTANCE,2.54,USD,ST,25,2.54,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|CO E|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,CO E,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS NW,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS SW,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|CO E|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,CO E,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS NC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS NC,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS NW,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SW,DISTANCE,2.56,USD,ST,25,2.56,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|CO E|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,CO E,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS NW,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS SW,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|CO E|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,CO E,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS NC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS NC,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS NW,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SW,DISTANCE,2.58,USD,ST,25,2.58,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS NC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS NC,DISTANCE,2.6,USD,ST,25,2.6,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|MO NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,MO NW,DISTANCE,2.6,USD,ST,25,2.6,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO NW,DISTANCE,2.6,USD,ST,25,2.6,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS NC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS NC,DISTANCE,2.62,USD,ST,25,2.62,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|MO NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,MO NW,DISTANCE,2.62,USD,ST,25,2.62,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO NW,DISTANCE,2.62,USD,ST,25,2.62,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS SC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS SC,DISTANCE,2.72,USD,ST,25,2.72,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS SE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS SE,DISTANCE,2.72,USD,ST,25,2.72,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SC,DISTANCE,2.72,USD,ST,25,2.72,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SE,DISTANCE,2.72,USD,ST,25,2.72,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS SC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS SC,DISTANCE,2.74,USD,ST,25,2.74,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|KS SE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,KS SE,DISTANCE,2.74,USD,ST,25,2.74,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SC|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SC,DISTANCE,2.74,USD,ST,25,2.74,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SE,DISTANCE,2.74,USD,ST,25,2.74,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|NE NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,NE NW,DISTANCE,2.76,USD,ST,25,2.76,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|NE NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,NE NW,DISTANCE,2.76,USD,ST,25,2.76,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|NE NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,NE NW,DISTANCE,2.78,USD,ST,25,2.78,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|NE NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,NE NW,DISTANCE,2.78,USD,ST,25,2.78,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|MO SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,MO SW,DISTANCE,2.8,USD,ST,25,2.8,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO SW,DISTANCE,2.8,USD,ST,25,2.8,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|MO SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,MO SW,DISTANCE,2.82,USD,ST,25,2.82,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO SW,DISTANCE,2.82,USD,ST,25,2.82,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|MO NE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,MO NE,DISTANCE,2.88,USD,ST,25,2.88,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO NE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO NE,DISTANCE,2.88,USD,ST,25,2.88,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|MO NE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,MO NE,DISTANCE,2.9,USD,ST,25,2.9,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO NE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO NE,DISTANCE,2.9,USD,ST,25,2.9,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|TX NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,TX NW,DISTANCE,3,USD,ST,25,3,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|TX NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,TX NW,DISTANCE,3,USD,ST,25,3,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA NE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA NE,DISTANCE,3,USD,ST,25,3,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA NW,DISTANCE,3,USD,ST,25,3,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA SE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA SE,DISTANCE,3,USD,ST,25,3,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA SW,DISTANCE,3,USD,ST,25,3,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|TX NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,TX NW,DISTANCE,3.02,USD,ST,25,3.02,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|TX NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,TX NW,DISTANCE,3.02,USD,ST,25,3.02,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA NE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA NE,DISTANCE,3.02,USD,ST,25,3.02,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA NW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA NW,DISTANCE,3.02,USD,ST,25,3.02,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA SE|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA SE,DISTANCE,3.02,USD,ST,25,3.02,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|SERGEANT BLUFF, IA|#|IA SW|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"SERGEANT BLUFF, IA",True,IA SW,DISTANCE,3.02,USD,ST,25,3.02,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|OR E|#|2024 Q2|#|DISTANCE|#|USD|#|ST|#|MI|#|60-9999",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,OR E,DISTANCE,3.2,USD,ST,25,3.2,TRUCK,MI,60,9999,US,LocationGroup,US,CityState
